Huc8,Watershed Code,Vahu6,ID,Date Time,Depth,Survey Prog Code ID,Lab Seq Num,Storet Parm Code, Parm Name,Value,Storet Comment ID,Lab Comment,Parm Meas Unit,Container Description,Container ID,Region,Level 1 Code,Stream Name,Watershed Code,Latitude,Longitude,County,Basin
02040303,VAT-D01E,AO02,7-CHT005.08,8/5/2009 11:10 AM,0.5,C2,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9885,-75.35227778,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.08,8/5/2009 11:10 AM,0.5,C2,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9885,-75.35227778,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.08,8/5/2009 11:10 AM,0.5,C2,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",1.5,U,BDL data presented is below method reporting level.,ng/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9885,-75.35227778,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.08,8/5/2009 11:10 AM,0.5,C2,1,46570,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3)",5050,,,mg/l,R,8,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9885,-75.35227778,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.08,8/5/2009 11:10 AM,0.5,C2,1,01025,"CADMIUM, DISSOLVED (UG/L AS CD)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9885,-75.35227778,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.14,8/6/2009 9:20 AM,0.5,C2,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98922222,-75.37355555,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.14,8/6/2009 9:20 AM,0.5,C2,1,01025,"CADMIUM, DISSOLVED (UG/L AS CD)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98922222,-75.37355555,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.14,8/6/2009 9:20 AM,0.5,C2,1,01040,"COPPER, DISSOLVED (UG/L AS CU)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98922222,-75.37355555,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.14,8/6/2009 9:20 AM,0.5,C2,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98922222,-75.37355555,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.14,8/6/2009 9:20 AM,0.5,C2,1,01090,"ZINC, DISSOLVED (UG/L AS ZN)",2,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98922222,-75.37355555,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.14,8/6/2009 9:20 AM,0.5,C2,1,46570,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3)",5100,,,mg/l,R,8,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98922222,-75.37355555,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.14,8/6/2009 9:20 AM,0.5,C2,1,DHARD,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3) AS DISSOLVED",4910,,,mg/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98922222,-75.37355555,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.14,8/6/2009 9:20 AM,0.5,C2,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",1.5,U,BDL data presented is below method reporting level.,ng/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98922222,-75.37355555,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.28,9/29/2008 8:30 AM,0.5,C2,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98663889,-75.33133333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.28,9/29/2008 8:30 AM,0.5,C2,1,46570,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3)",5290,,,mg/l,R,8,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98663889,-75.33133333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.28,9/29/2008 8:30 AM,0.5,C2,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98663889,-75.33133333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.28,9/29/2008 8:30 AM,0.5,C2,1,01025,"CADMIUM, DISSOLVED (UG/L AS CD)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98663889,-75.33133333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.28,9/29/2008 8:30 AM,0.5,C2,1,01090,"ZINC, DISSOLVED (UG/L AS ZN)",2.86,,,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98663889,-75.33133333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.28,9/29/2008 8:30 AM,0.5,C2,1,01040,"COPPER, DISSOLVED (UG/L AS CU)",1,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98663889,-75.33133333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.28,9/29/2008 8:30 AM,0.5,C2,1,DHARD,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3) AS DISSOLVED",5440,,,mg/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98663889,-75.33133333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT005.28,9/29/2008 8:30 AM,0.5,C2,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",1.5,U,BDL data presented is below method reporting level.,ng/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.98663889,-75.33133333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT006.60,7/21/2004 10:30 AM,0.5,C2,1,01040,"COPPER, DISSOLVED (UG/L AS CU)",0.7,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,38.01925,-75.33161111,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT006.60,7/21/2004 10:30 AM,0.5,C2,1,01025,"CADMIUM, DISSOLVED (UG/L AS CD)",0.7,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,38.01925,-75.33161111,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT006.60,7/21/2004 10:30 AM,0.5,C2,1,01090,"ZINC, DISSOLVED (UG/L AS ZN)",4.4,,,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,38.01925,-75.33161111,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT006.60,7/21/2004 10:30 AM,0.5,C2,1,DHARD,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3) AS DISSOLVED",6091,,,mg/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,38.01925,-75.33161111,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT006.60,7/21/2004 10:30 AM,0.5,C2,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",0.7,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,38.01925,-75.33161111,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT006.60,7/21/2004 10:30 AM,0.5,C2,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",1.5,U,BDL data presented is below method reporting level.,ng/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,38.01925,-75.33161111,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-CHT006.60,7/21/2004 10:30 AM,0.5,C2,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",0.7,U,BDL data presented is below method reporting level.,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,38.01925,-75.33161111,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-SGT000.13,7/30/2003 9:20 AM,0.1,C2,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",0.7,U,,ug/l,R,7,Tidewater,ESTURY,Swans Gut Creek,VAT-D01E,37.98552778,-75.42883333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-SGT000.13,7/30/2003 9:20 AM,0.1,C2,1,01090,"ZINC, DISSOLVED (UG/L AS ZN)",12.8,,,ug/l,R,7,Tidewater,ESTURY,Swans Gut Creek,VAT-D01E,37.98552778,-75.42883333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-SGT000.13,7/30/2003 9:20 AM,0.1,C2,1,01040,"COPPER, DISSOLVED (UG/L AS CU)",0.7,U,,ug/l,R,7,Tidewater,ESTURY,Swans Gut Creek,VAT-D01E,37.98552778,-75.42883333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-SGT000.13,7/30/2003 9:20 AM,0.1,C2,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",0.7,U,,ug/l,R,7,Tidewater,ESTURY,Swans Gut Creek,VAT-D01E,37.98552778,-75.42883333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-SGT000.13,7/30/2003 9:20 AM,0.1,C2,1,01025,"CADMIUM, DISSOLVED (UG/L AS CD)",0.7,U,,ug/l,R,7,Tidewater,ESTURY,Swans Gut Creek,VAT-D01E,37.98552778,-75.42883333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7-SGT000.13,7/30/2003 9:20 AM,0.1,C2,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",1.5,U,,ng/l,R,7,Tidewater,ESTURY,Swans Gut Creek,VAT-D01E,37.98552778,-75.42883333,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT002.66,8/3/2011 9:45 AM,0.5,C2,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",0.1,U,Less than the Method Detection Limit as calculated by 40CFR136,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9861,-75.4079,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT002.66,8/3/2011 9:45 AM,0.5,C2,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",6.4,,,ng/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9861,-75.4079,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT002.66,8/3/2011 9:45 AM,0.5,C2,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",17.72,,,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9861,-75.4079,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT002.66,8/3/2011 9:45 AM,0.5,C2,1,01040,"COPPER, DISSOLVED (UG/L AS CU)",0.58,QQ,,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9861,-75.4079,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT002.66,8/3/2011 9:45 AM,0.5,C2,1,46570,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3)",5720,,,mg/l,R,8,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9861,-75.4079,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT002.66,8/3/2011 9:45 AM,0.5,C2,1,01090,"ZINC, DISSOLVED (UG/L AS ZN)",0.53,QQ,,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9861,-75.4079,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT002.66,8/3/2011 9:45 AM,0.5,C2,1,01025,"CADMIUM, DISSOLVED (UG/L AS CD)",0.1,U,Less than the Method Detection Limit as calculated by 40CFR136,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9861,-75.4079,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT002.66,8/3/2011 9:45 AM,0.5,C2,1,DHARD,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3) AS DISSOLVED",6050,,,mg/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.9861,-75.4079,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT004.53,8/3/2011 11:00 AM,0.5,C2,1,01090,"ZINC, DISSOLVED (UG/L AS ZN)",0.77,QQ,,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.99856667,-75.36141667,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT004.53,8/3/2011 11:00 AM,0.5,C2,1,DHARD,"HARDNESS, CA MG CALCULATED (MG/L AS CACO3) AS DISSOLVED",5770,,,mg/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.99856667,-75.36141667,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT004.53,8/3/2011 11:00 AM,0.5,C2,1,01065,"NICKEL, DISSOLVED (UG/L AS NI)",0.36,QQ,,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.99856667,-75.36141667,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT004.53,8/3/2011 11:00 AM,0.5,C2,1,01049,"LEAD, DISSOLVED (UG/L AS PB)",0.1,U,Less than the Method Detection Limit as calculated by 40CFR136,ug/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.99856667,-75.36141667,Accomack,Ches. Bay and Small Coastal Basin
02040303,VAT-D01E,AO02,7CCHT004.53,8/3/2011 11:00 AM,0.5,C2,1,50091,"MERCURY-TL,FILTERED WATER,ULTRATRACE METHOD NG/L",10.2,,,ng/l,R,7,Tidewater,ESTURY,Chincoteague Bay,VAT-D01E,37.99856667,-75.36141667,Accomack,Ches. Bay and Small Coastal Basin
